ID,Store_id,Store_Type,Location_Type,Region_Code,Date,Holiday,Discount,#Order,Sales
T1022300,297,S2,L3,R4,2018-03-03,0,Yes,54,35628.0
T1022301,354,S4,L2,R1,2018-03-03,0,Yes,135,84303.0
T1022302,246,S3,L1,R3,2018-03-03,0,Yes,104,64128.0
T1022303,23,S1,L1,R4,2018-03-03,0,Yes,73,53928.0
T1022304,248,S1,L1,R2,2018-03-03,0,Yes,52,38442.0
T1022305,194,S1,L1,R2,2018-03-03,0,Yes,79,52326.0
T1022306,103,S1,L3,R3,2018-03-03,0,Yes,65,39717.0
T1022307,300,S2,L5,R2,2018-03-03,0,No,26,14526.0
T1022308,237,S2,L3,R3,2018-03-03,0,Yes,40,31581.0
T1022309,32,S1,L1,R2,2018-03-03,0,Yes,62,45438.0
T1022310,92,S1,L4,R2,2018-03-03,0,Yes,65,37713.0
T1022311,221,S1,L1,R2,2018-03-03,0,Yes,79,53730.0
T1022312,193,S2,L3,R4,2018-03-03,0,Yes,46,34425.0
T1022313,151,S1,L3,R2,2018-03-03,0,Yes,58,34506.0
T1022314,132,S1,L1,R3,2018-03-03,0,Yes,89,58452.0
T1022315,184,S1,L2,R2,2018-03-03,0,Yes,69,55332.0
T1022316,16,S1,L3,R1,2018-03-03,0,Yes,107,59112.0
T1022317,312,S4,L2,R1,2018-03-03,0,Yes,206,113781.0
T1022318,98,S2,L5,R2,2018-03-03,0,Yes,36,24723.0
T1022319,215,S3,L2,R1,2018-03-03,0,Yes,85,58884.0
T1022320,353,S1,L3,R3,2018-03-03,0,Yes,66,41112.0
T1022321,35,S1,L1,R2,2018-03-03,0,Yes,75,46572.0
T1022322,315,S4,L2,R1,2018-03-03,0,Yes,132,73515.0
T1022323,206,S1,L1,R1,2018-03-03,0,Yes,72,49344.0
T1022324,256,S1,L2,R4,2018-03-03,0,Yes,75,56904.0
T1022325,311,S4,L2,R2,2018-03-03,0,Yes,153,92691.0
T1022326,37,S1,L3,R3,2018-03-03,0,Yes,56,39150.0
T1022327,192,S1,L1,R3,2018-03-03,0,Yes,68,46578.0
T1022328,19,S1,L1,R3,2018-03-03,0,Yes,58,41301.0
T1022329,229,S1,L1,R2,2018-03-03,0,Yes,78,47958.0
T1022330,7,S3,L1,R3,2018-03-03,0,Yes,97,59586.0
T1022331,165,S1,L1,R2,2018-03-03,0,Yes,80,50970.0
T1022332,129,S3,L1,R1,2018-03-03,0,Yes,96,54921.0
T1022333,1,S1,L3,R1,2018-03-03,0,Yes,91,51810.0
T1022334,161,S1,L1,R3,2018-03-03,0,Yes,53,41856.0
T1022335,61,S1,L1,R3,2018-03-03,0,Yes,90,55848.0
T1022336,101,S1,L4,R3,2018-03-03,0,Yes,56,33567.0
T1022337,350,S1,L3,R2,2018-03-03,0,Yes,64,41100.0
T1022338,269,S1,L4,R1,2018-03-03,0,Yes,68,39534.0
T1022339,64,S3,L1,R2,2018-03-03,0,Yes,78,48246.0
T1022340,45,S3,L1,R1,2018-03-03,0,Yes,76,45657.0
T1022341,294,S4,L2,R2,2018-03-03,0,Yes,128,76449.0
T1022342,104,S1,L1,R2,2018-03-03,0,Yes,67,42444.0
T1022343,88,S2,L5,R2,2018-03-03,0,Yes,50,32265.0
T1022344,127,S4,L2,R2,2018-03-03,0,Yes,112,65970.0
T1022345,360,S2,L1,R1,2018-03-03,0,Yes,52,38040.0
T1022346,359,S2,L3,R2,2018-03-03,0,Yes,54,39855.0
T1022347,8,S4,L2,R2,2018-03-03,0,Yes,103,63192.0
T1022348,128,S1,L2,R2,2018-03-03,0,Yes,63,43860.0
T1022349,202,S4,L2,R2,2018-03-03,0,Yes,117,73377.0
T1022350,167,S1,L1,R2,2018-03-03,0,Yes,64,39360.0
T1022351,6,S4,L1,R1,2018-03-03,0,Yes,101,55236.0
T1022352,158,S4,L2,R2,2018-03-03,0,Yes,144,78084.0
T1022353,344,S1,L5,R1,2018-03-03,0,Yes,73,36612.0
T1022354,226,S2,L5,R4,2018-03-03,0,Yes,41,27687.0
T1022355,284,S4,L2,R3,2018-03-03,0,Yes,99,59484.0
T1022356,13,S3,L3,R1,2018-03-03,0,Yes,89,46908.0
T1022357,286,S4,L2,R4,2018-03-03,0,No,52,31482.0
T1022358,263,S1,L5,R1,2018-03-03,0,Yes,68,34629.0
T1022359,70,S1,L1,R3,2018-03-03,0,No,22,13788.0
T1022360,267,S4,L2,R1,2018-03-03,0,Yes,69,43239.0
T1022361,141,S1,L1,R2,2018-03-03,0,Yes,64,45111.0
T1022362,245,S4,L1,R2,2018-03-03,0,Yes,101,60417.0
T1022363,241,S1,L1,R4,2018-03-03,0,Yes,70,49866.0
T1022364,21,S3,L2,R4,2018-03-03,0,Yes,80,54018.0
T1022365,93,S1,L1,R4,2018-03-03,0,Yes,60,40761.0
T1022366,363,S1,L1,R2,2018-03-03,0,Yes,87,54846.0
T1022367,214,S1,L1,R4,2018-03-03,0,Yes,64,45708.0
T1022368,320,S2,L3,R2,2018-03-03,0,Yes,60,38946.0
T1022369,63,S1,L1,R2,2018-03-03,0,Yes,84,56277.0
T1022370,87,S4,L2,R3,2018-03-03,0,Yes,121,90129.0
T1022371,5,S1,L1,R3,2018-03-03,0,Yes,72,46587.0
T1022372,279,S2,L3,R2,2018-03-03,0,Yes,53,36996.0
T1022373,247,S1,L1,R3,2018-03-03,0,Yes,65,45183.0
T1022374,211,S4,L2,R1,2018-03-03,0,Yes,112,62001.0
T1022375,122,S1,L1,R2,2018-03-03,0,Yes,67,48354.0
T1022376,181,S3,L1,R3,2018-03-03,0,Yes,97,54972.0
T1022377,299,S1,L1,R3,2018-03-03,0,Yes,71,52692.0
T1022378,227,S4,L2,R1,2018-03-03,0,Yes,86,58305.0
T1022379,339,S4,L2,R1,2018-03-03,0,Yes,119,68334.0
T1022380,176,S4,L2,R3,2018-03-03,0,Yes,130,87045.0
T1022381,144,S1,L3,R3,2018-03-03,0,Yes,80,46437.0
T1022382,322,S2,L3,R4,2018-03-03,0,Yes,51,36429.0
T1022383,268,S1,L2,R1,2018-03-03,0,Yes,66,47340.0
T1022384,18,S4,L1,R1,2018-03-03,0,Yes,122,67917.0
T1022385,238,S1,L1,R2,2018-03-03,0,Yes,51,39159.0
T1022386,119,S1,L1,R3,2018-03-03,0,Yes,78,49041.0
T1022387,298,S4,L1,R1,2018-03-03,0,Yes,136,66159.0
T1022388,157,S4,L2,R1,2018-03-03,0,Yes,122,66537.0
T1022389,4,S1,L1,R2,2018-03-03,0,Yes,80,48993.0
T1022390,57,S4,L1,R1,2018-03-03,0,Yes,89,47658.0
T1022391,198,S4,L2,R3,2018-03-03,0,Yes,117,73917.0
T1022392,25,S1,L3,R1,2018-03-03,0,Yes,68,40173.0
T1022393,15,S4,L2,R1,2018-03-03,0,Yes,130,75423.0
T1022394,69,S1,L1,R4,2018-03-03,0,Yes,61,41916.0
T1022395,53,S3,L1,R2,2018-03-03,0,Yes,83,52425.0
T1022396,46,S2,L1,R2,2018-03-03,0,Yes,51,38010.0
T1022397,29,S1,L4,R2,2018-03-03,0,Yes,69,44841.0
T1022398,95,S3,L1,R1,2018-03-03,0,Yes,92,51861.0
T1022399,72,S1,L2,R3,2018-03-03,0,Yes,82,60570.0
T1022400,204,S4,L1,R3,2018-03-03,0,Yes,103,58818.0
T1022401,121,S1,L1,R4,2018-03-03,0,Yes,75,55269.0
T1022402,338,S4,L2,R1,2018-03-03,0,Yes,99,61107.0
T1022403,91,S3,L1,R1,2018-03-03,0,Yes,74,46737.0
T1022404,149,S2,L3,R2,2018-03-03,0,Yes,56,34707.0
T1022405,347,S1,L1,R1,2018-03-03,0,Yes,76,49653.0
T1022406,232,S1,L1,R4,2018-03-03,0,Yes,57,38889.0
T1022407,278,S4,L1,R4,2018-03-03,0,Yes,111,65208.0
T1022408,186,S2,L5,R2,2018-03-03,0,Yes,40,28269.0
T1022409,163,S1,L2,R3,2018-03-03,0,Yes,85,61596.0
T1022410,264,S3,L1,R3,2018-03-03,0,Yes,79,55038.0
T1022411,89,S1,L4,R1,2018-03-03,0,Yes,64,34980.0
T1022412,203,S2,L4,R2,2018-03-03,0,Yes,49,32640.0
T1022413,231,S4,L2,R3,2018-03-03,0,Yes,122,69162.0
T1022414,86,S1,L1,R4,2018-03-03,0,Yes,62,45162.0
T1022415,357,S4,L1,R1,2018-03-03,0,No,80,43299.0
T1022416,345,S1,L1,R3,2018-03-03,0,Yes,64,47718.0
T1022417,257,S1,L3,R1,2018-03-03,0,Yes,66,39249.0
T1022418,327,S4,L1,R3,2018-03-03,0,Yes,104,56115.0
T1022419,308,S4,L2,R3,2018-03-03,0,Yes,102,61212.0
T1022420,28,S3,L2,R3,2018-03-03,0,Yes,93,63924.0
T1022421,54,S1,L2,R3,2018-03-03,0,Yes,67,52383.0
T1022422,326,S3,L1,R1,2018-03-03,0,Yes,100,60393.0
T1022423,265,S2,L4,R2,2018-03-03,0,Yes,58,37449.0
T1022424,120,S3,L2,R2,2018-03-03,0,Yes,93,72072.0
T1022425,133,S1,L1,R4,2018-03-03,0,Yes,72,45294.0
T1022426,318,S1,L3,R2,2018-03-03,0,Yes,68,43035.0
T1022427,346,S4,L1,R1,2018-03-03,0,Yes,142,78354.0
T1022428,212,S4,L2,R3,2018-03-03,0,Yes,107,66357.0
T1022429,222,S4,L2,R2,2018-03-03,0,Yes,108,63570.0
T1022430,102,S4,L2,R1,2018-03-03,0,Yes,105,69789.0
T1022431,150,S4,L2,R1,2018-03-03,0,Yes,138,76860.0
T1022432,291,S1,L3,R1,2018-03-03,0,Yes,69,37401.0
T1022433,187,S1,L1,R1,2018-03-03,0,Yes,76,49320.0
T1022434,319,S3,L1,R2,2018-03-03,0,Yes,100,63174.0
T1022435,174,S1,L1,R4,2018-03-03,0,Yes,64,47457.0
T1022436,55,S1,L1,R2,2018-03-03,0,Yes,91,55965.0
T1022437,233,S1,L3,R3,2018-03-03,0,Yes,63,40671.0
T1022438,287,S1,L4,R1,2018-03-03,0,Yes,78,40947.0
T1022439,209,S1,L1,R1,2018-03-03,0,Yes,67,44649.0
T1022440,301,S1,L3,R2,2018-03-03,0,Yes,72,45147.0
T1022441,143,S3,L2,R3,2018-03-03,0,Yes,88,65256.0
T1022442,328,S1,L3,R1,2018-03-03,0,Yes,56,36477.0
T1022443,365,S2,L1,R2,2018-03-03,0,Yes,58,39534.0
T1022444,200,S2,L1,R2,2018-03-03,0,Yes,50,40299.0
T1022445,114,S3,L1,R4,2018-03-03,0,Yes,84,54990.0
T1022446,162,S4,L1,R2,2018-03-03,0,Yes,103,61029.0
T1022447,65,S1,L2,R2,2018-03-03,0,Yes,100,81270.0
T1022448,68,S1,L2,R4,2018-03-03,0,Yes,82,58464.0
T1022449,281,S1,L4,R1,2018-03-03,0,Yes,82,45225.0
T1022450,275,S4,L1,R1,2018-03-03,0,Yes,91,55839.0
T1022451,235,S1,L1,R3,2018-03-03,0,Yes,57,42915.0
T1022452,325,S3,L1,R2,2018-03-03,0,Yes,73,47445.0
T1022453,179,S1,L1,R2,2018-03-03,0,Yes,68,44796.0
T1022454,164,S1,L1,R3,2018-03-03,0,Yes,67,46731.0
T1022455,329,S4,L2,R3,2018-03-03,0,Yes,90,63189.0
T1022456,44,S1,L3,R2,2018-03-03,0,Yes,84,46986.0
T1022457,108,S1,L1,R4,2018-03-03,0,Yes,79,52932.0
T1022458,324,S1,L2,R3,2018-03-03,0,Yes,83,60555.0
T1022459,218,S1,L3,R2,2018-03-03,0,Yes,61,39423.0
T1022460,30,S1,L2,R2,2018-03-03,0,Yes,80,54423.0
T1022461,217,S4,L1,R1,2018-03-03,0,Yes,112,60639.0
T1022462,40,S1,L1,R4,2018-03-03,0,Yes,65,47880.0
T1022463,185,S1,L1,R3,2018-03-03,0,Yes,68,47331.0
T1022464,76,S2,L3,R3,2018-03-03,0,Yes,49,35274.0
T1022465,81,S3,L2,R1,2018-03-03,0,Yes,87,62454.0
T1022466,41,S1,L1,R2,2018-03-03,0,Yes,78,50775.0
T1022467,146,S4,L2,R1,2018-03-03,0,Yes,184,98970.0
T1022468,31,S1,L5,R2,2018-03-03,0,Yes,55,31056.0
T1022469,285,S1,L3,R3,2018-03-03,0,Yes,57,36456.0
T1022470,336,S4,L2,R1,2018-03-03,0,Yes,156,89805.0
T1022471,250,S2,L3,R4,2018-03-03,0,Yes,48,35421.0
T1022472,154,S1,L3,R2,2018-03-03,0,Yes,68,37890.0
T1022473,10,S4,L2,R3,2018-03-03,0,Yes,107,71865.0
T1022474,26,S1,L1,R3,2018-03-03,0,Yes,72,46053.0
T1022475,293,S2,L4,R2,2018-03-03,0,Yes,46,31794.0
T1022476,3,S4,L2,R1,2018-03-03,0,Yes,137,73506.0
T1022477,170,S1,L1,R2,2018-03-03,0,Yes,68,50634.0
T1022478,290,S1,L1,R3,2018-03-03,0,Yes,67,46857.0
T1022479,58,S1,L1,R1,2018-03-03,0,Yes,73,46494.0
T1022480,332,S2,L5,R1,2018-03-03,0,Yes,53,32904.0
T1022481,96,S3,L1,R3,2018-03-03,0,Yes,104,60291.0
T1022482,295,S1,L1,R1,2018-03-03,0,Yes,58,40899.0
T1022483,355,S2,L4,R2,2018-03-03,0,Yes,45,30378.0
T1022484,266,S1,L1,R4,2018-03-03,0,Yes,63,41724.0
T1022485,321,S3,L1,R2,2018-03-03,0,Yes,95,61725.0
T1022486,306,S1,L3,R2,2018-03-03,0,Yes,55,35178.0
T1022487,51,S1,L1,R2,2018-03-03,0,Yes,63,44814.0
T1022488,243,S4,L2,R2,2018-03-03,0,Yes,101,74991.0
T1022489,100,S1,L1,R2,2018-03-03,0,Yes,68,44046.0
T1022490,190,S3,L3,R1,2018-03-03,0,Yes,90,47937.0
T1022491,330,S4,L2,R1,2018-03-03,0,Yes,103,58884.0
T1022492,358,S3,L1,R1,2018-03-03,0,Yes,75,46971.0
T1022493,251,S2,L3,R1,2018-03-03,0,Yes,60,41262.0
T1022494,259,S4,L1,R1,2018-03-03,0,Yes,104,55830.0
T1022495,296,S1,L1,R1,2018-03-03,0,Yes,67,41529.0
T1022496,349,S1,L1,R4,2018-03-03,0,Yes,84,56139.0
T1022497,113,S2,L3,R3,2018-03-03,0,Yes,45,32040.0
T1022498,94,S4,L2,R2,2018-03-03,0,Yes,101,61305.0
T1022499,228,S1,L1,R1,2018-03-03,0,Yes,69,45195.0
T1022500,272,S2,L4,R2,2018-03-03,0,Yes,52,33141.0
T1022501,112,S1,L1,R3,2018-03-03,0,Yes,63,40713.0
T1022502,307,S1,L5,R2,2018-03-03,0,Yes,59,32343.0
T1022503,78,S1,L1,R4,2018-03-03,0,Yes,65,44100.0
T1022504,262,S1,L1,R1,2018-03-03,0,Yes,68,50409.0
T1022505,38,S1,L3,R2,2018-03-03,0,Yes,63,41289.0
T1022506,210,S1,L5,R1,2018-03-03,0,Yes,61,32598.0
T1022507,50,S3,L2,R4,2018-03-03,0,Yes,83,55896.0
T1022508,47,S4,L2,R2,2018-03-03,0,Yes,110,65445.0
T1022509,59,S1,L3,R1,2018-03-03,0,Yes,50,30624.0
T1022510,234,S2,L4,R2,2018-03-03,0,Yes,42,31245.0
T1022511,223,S2,L5,R2,2018-03-03,0,Yes,46,27693.0
T1022512,274,S4,L2,R4,2018-03-03,0,Yes,116,77556.0
T1022513,124,S3,L2,R3,2018-03-03,0,Yes,94,63465.0
T1022514,364,S2,L3,R2,2018-03-03,0,Yes,57,38655.0
T1022515,239,S3,L1,R3,2018-03-03,0,Yes,89,53121.0
T1022516,109,S1,L1,R1,2018-03-03,0,Yes,79,52245.0
T1022517,182,S3,L1,R1,2018-03-03,0,Yes,71,39954.0
T1022518,153,S4,L2,R1,2018-03-03,0,Yes,144,85245.0
T1022519,166,S1,L1,R2,2018-03-03,0,Yes,60,44019.0
T1022520,67,S2,L5,R1,2018-03-03,0,Yes,41,25002.0
T1022521,351,S1,L4,R3,2018-03-03,0,Yes,68,42168.0
T1022522,271,S1,L3,R2,2018-03-03,0,Yes,86,48216.0
T1022523,348,S3,L1,R1,2018-03-03,0,Yes,82,47358.0
T1022524,152,S2,L1,R1,2018-03-03,0,Yes,56,43545.0
T1022525,66,S3,L3,R3,2018-03-03,0,Yes,87,47919.0
T1022526,77,S2,L5,R3,2018-03-03,0,Yes,40,26121.0
T1022527,33,S4,L2,R4,2018-03-03,0,Yes,107,71454.0
T1022528,207,S1,L1,R3,2018-03-03,0,Yes,59,45699.0
T1022529,282,S1,L2,R2,2018-03-03,0,Yes,76,59775.0
T1022530,82,S4,L2,R1,2018-03-03,0,Yes,128,71970.0
T1022531,136,S2,L5,R4,2018-03-03,0,Yes,35,24594.0
T1022532,138,S1,L1,R1,2018-03-03,0,Yes,67,41898.0
T1022533,337,S4,L2,R1,2018-03-03,0,Yes,129,74007.0
T1022534,352,S4,L1,R1,2018-03-03,0,Yes,93,54681.0
T1022535,254,S4,L1,R1,2018-03-03,0,Yes,90,54813.0
T1022536,178,S3,L2,R3,2018-03-03,0,Yes,98,65820.0
T1022537,240,S3,L2,R3,2018-03-03,0,Yes,80,52065.0
T1022538,2,S3,L1,R3,2018-03-03,0,Yes,101,61728.0
T1022539,343,S1,L1,R2,2018-03-03,0,Yes,71,51441.0
T1022540,292,S1,L1,R1,2018-03-03,0,Yes,58,40152.0
T1022541,335,S1,L1,R3,2018-03-03,0,Yes,69,43800.0
T1022542,177,S2,L1,R4,2018-03-03,0,Yes,53,40875.0
T1022543,183,S1,L3,R1,2018-03-03,0,Yes,77,44049.0
T1022544,83,S2,L5,R1,2018-03-03,0,Yes,33,22089.0
T1022545,42,S1,L4,R3,2018-03-03,0,Yes,61,36249.0
T1022546,219,S4,L2,R1,2018-03-03,0,Yes,172,89331.0
T1022547,111,S1,L1,R2,2018-03-03,0,Yes,83,57408.0
T1022548,75,S3,L2,R3,2018-03-03,0,Yes,93,65889.0
T1022549,130,S1,L1,R3,2018-03-03,0,Yes,69,42246.0
T1022550,34,S1,L3,R1,2018-03-03,0,Yes,71,41571.0
T1022551,340,S4,L2,R3,2018-03-03,0,Yes,103,64173.0
T1022552,249,S1,L3,R2,2018-03-03,0,Yes,73,42114.0
T1022553,56,S2,L5,R3,2018-03-03,0,Yes,47,28605.0
T1022554,12,S1,L3,R2,2018-03-03,0,Yes,57,33993.0
T1022555,137,S4,L1,R1,2018-03-03,0,Yes,93,56142.0
T1022556,116,S2,L3,R3,2018-03-03,0,Yes,46,32385.0
T1022557,224,S1,L2,R2,2018-03-03,0,Yes,71,50349.0
T1022558,236,S1,L1,R3,2018-03-03,0,Yes,66,43827.0
T1022559,175,S4,L2,R1,2018-03-03,0,Yes,208,116325.0
T1022560,230,S2,L4,R4,2018-03-03,0,Yes,48,33972.0
T1022561,145,S1,L3,R1,2018-03-03,0,Yes,76,41913.0
T1022562,106,S1,L1,R4,2018-03-03,0,Yes,70,45069.0
T1022563,313,S1,L3,R1,2018-03-03,0,Yes,68,41544.0
T1022564,199,S1,L1,R4,2018-03-03,0,Yes,56,41913.0
T1022565,169,S1,L2,R4,2018-03-03,0,Yes,70,53127.0
T1022566,36,S1,L3,R4,2018-03-03,0,Yes,72,43236.0
T1022567,49,S4,L1,R2,2018-03-03,0,Yes,127,69228.0
T1022568,334,S3,L2,R2,2018-03-03,0,Yes,92,65748.0
T1022569,171,S4,L2,R3,2018-03-03,0,Yes,126,77844.0
T1022570,188,S3,L2,R1,2018-03-03,0,Yes,88,65130.0
T1022571,160,S4,L2,R1,2018-03-03,0,Yes,188,100203.0
T1022572,60,S1,L5,R2,2018-03-03,0,Yes,66,36018.0
T1022573,195,S4,L1,R1,2018-03-03,0,Yes,130,68934.0
T1022574,310,S2,L5,R1,2018-03-03,0,Yes,50,29004.0
T1022575,316,S4,L2,R1,2018-03-03,0,Yes,85,56529.0
T1022576,80,S1,L1,R1,2018-03-03,0,Yes,64,42093.0
T1022577,361,S1,L3,R1,2018-03-03,0,Yes,64,38115.0
T1022578,270,S1,L1,R2,2018-03-03,0,Yes,61,41820.0
T1022579,140,S4,L1,R1,2018-03-03,0,Yes,99,62451.0
T1022580,79,S2,L5,R4,2018-03-03,0,Yes,47,32079.0
T1022581,117,S1,L1,R3,2018-03-03,0,Yes,64,43644.0
T1022582,148,S1,L1,R2,2018-03-03,0,Yes,56,39309.0
T1022583,99,S1,L1,R3,2018-03-03,0,Yes,73,45354.0
T1022584,84,S1,L1,R3,2018-03-03,0,Yes,78,49326.0
T1022585,39,S4,L1,R1,2018-03-03,0,Yes,131,68034.0
T1022586,11,S4,L2,R1,2018-03-03,0,Yes,137,80433.0
T1022587,225,S1,L1,R1,2018-03-03,0,Yes,78,50949.0
T1022588,134,S1,L4,R1,2018-03-03,0,Yes,70,43143.0
T1022589,131,S4,L2,R1,2018-03-03,0,Yes,155,82314.0
T1022590,302,S1,L4,R2,2018-03-03,0,Yes,69,38706.0
T1022591,276,S1,L1,R2,2018-03-03,0,Yes,78,48597.0
T1022592,362,S1,L3,R3,2018-03-03,0,Yes,63,38616.0
T1022593,244,S2,L5,R4,2018-03-03,0,Yes,54,33243.0
T1022594,110,S2,L3,R3,2018-03-03,0,Yes,47,33822.0
T1022595,242,S4,L1,R1,2018-03-03,0,Yes,113,60615.0
T1022596,107,S1,L3,R3,2018-03-03,0,Yes,69,42957.0
T1022597,135,S1,L1,R4,2018-03-03,0,Yes,60,43983.0
T1022598,303,S4,L2,R1,2018-03-03,0,Yes,120,64242.0
T1022599,323,S1,L4,R1,2018-03-03,0,Yes,65,36903.0
T1022600,90,S1,L1,R3,2018-03-03,0,Yes,83,51285.0
T1022601,252,S3,L2,R1,2018-03-03,0,Yes,95,66108.0
T1022602,253,S4,L2,R1,2018-03-03,0,Yes,103,59901.0
T1022603,331,S1,L1,R4,2018-03-03,0,Yes,56,39324.0
T1022604,172,S1,L1,R1,2018-03-03,0,Yes,78,47973.0
T1022605,125,S4,L2,R1,2018-03-03,0,Yes,113,62949.0
T1022606,24,S1,L1,R2,2018-03-03,0,Yes,73,44412.0
T1022607,115,S4,L2,R1,2018-03-03,0,Yes,148,80739.0
T1022608,255,S3,L2,R4,2018-03-03,0,Yes,97,65640.0
T1022609,191,S3,L1,R1,2018-03-03,0,Yes,92,51246.0
T1022610,189,S2,L3,R3,2018-03-03,0,Yes,47,33759.0
T1022611,356,S3,L3,R1,2018-03-03,0,Yes,84,45936.0
T1022612,208,S3,L1,R1,2018-03-03,0,Yes,93,56655.0
T1022613,147,S4,L2,R4,2018-03-03,0,Yes,113,66567.0
T1022614,168,S2,L3,R3,2018-03-03,0,Yes,46,32190.0
T1022615,62,S2,L5,R1,2018-03-03,0,Yes,43,28347.0
T1022616,273,S2,L3,R4,2018-03-03,0,Yes,38,28896.0
T1022617,213,S1,L1,R2,2018-03-03,0,Yes,69,45489.0
T1022618,197,S2,L5,R1,2018-03-03,0,Yes,50,30861.0
T1022619,261,S4,L2,R1,2018-03-03,0,Yes,97,57930.0
T1022620,314,S1,L1,R2,2018-03-03,0,Yes,79,48876.0
T1022621,260,S1,L1,R4,2018-03-03,0,Yes,61,39348.0
T1022622,22,S1,L1,R4,2018-03-03,0,Yes,64,48840.0
T1022623,139,S4,L2,R2,2018-03-03,0,Yes,104,63963.0
T1022624,155,S3,L1,R2,2018-03-03,0,Yes,78,52287.0
T1022625,180,S1,L3,R2,2018-03-03,0,Yes,51,34704.0
T1022626,289,S2,L5,R2,2018-03-03,0,Yes,37,23151.0
T1022627,220,S2,L4,R3,2018-03-03,0,Yes,47,33636.0
T1022628,309,S1,L5,R1,2018-03-03,0,Yes,87,43692.0
T1022629,288,S3,L2,R3,2018-03-03,0,Yes,89,59343.0
T1022630,123,S4,L2,R3,2018-03-03,0,Yes,95,66990.0
T1022631,204,S4,L1,R3,2018-03-04,0,Yes,127,73920.0
T1022632,358,S3,L1,R1,2018-03-04,0,Yes,93,60252.0
T1022633,97,S4,L1,R1,2018-03-04,0,Yes,122,67527.0
T1022634,13,S3,L3,R1,2018-03-04,0,Yes,85,44685.0
T1022635,221,S1,L1,R2,2018-03-04,0,Yes,91,59601.0
T1022636,36,S1,L3,R4,2018-03-04,0,Yes,85,51423.0
T1022637,62,S2,L5,R1,2018-03-04,0,Yes,58,38106.0
T1022638,46,S2,L1,R2,2018-03-04,0,Yes,61,43239.0
T1022639,121,S1,L1,R4,2018-03-04,0,Yes,83,60909.0
T1022640,362,S1,L3,R3,2018-03-04,0,Yes,70,41193.0
T1022641,132,S1,L1,R3,2018-03-04,0,Yes,88,59199.0
T1022642,301,S1,L3,R2,2018-03-04,0,Yes,86,55230.0
T1022643,161,S1,L1,R3,2018-03-04,0,Yes,52,37380.0
T1022644,175,S4,L2,R1,2018-03-04,0,Yes,251,139188.0
T1022645,130,S1,L1,R3,2018-03-04,0,Yes,81,51753.0
T1022646,25,S1,L3,R1,2018-03-04,0,Yes,76,44538.0
T1022647,27,S1,L3,R3,2018-03-04,0,Yes,61,40113.0
T1022648,94,S4,L2,R2,2018-03-04,0,Yes,106,65868.0
T1022649,326,S3,L1,R1,2018-03-04,0,Yes,119,77046.0
T1022650,23,S1,L1,R4,2018-03-04,0,Yes,81,61623.0
T1022651,218,S1,L3,R2,2018-03-04,0,Yes,81,50304.0
T1022652,262,S1,L1,R1,2018-03-04,0,Yes,96,65079.0
T1022653,96,S3,L1,R3,2018-03-04,0,Yes,115,70473.0
T1022654,160,S4,L2,R1,2018-03-04,0,Yes,198,109536.0
T1022655,172,S1,L1,R1,2018-03-04,0,Yes,89,54864.0
T1022656,68,S1,L2,R4,2018-03-04,0,Yes,98,71790.0
T1022657,47,S4,L2,R2,2018-03-04,0,Yes,131,77607.0
T1022658,197,S2,L5,R1,2018-03-04,0,Yes,59,37413.0
T1022659,173,S4,L2,R1,2018-03-04,0,Yes,144,90402.0
T1022660,220,S2,L4,R3,2018-03-04,0,Yes,51,36534.0
T1022661,126,S4,L2,R2,2018-03-04,0,Yes,175,114405.0
T1022662,305,S4,L1,R1,2018-03-04,0,Yes,137,78423.0
T1022663,242,S4,L1,R1,2018-03-04,0,Yes,135,72219.0
T1022664,125,S4,L2,R1,2018-03-04,0,Yes,120,67884.0
T1022665,303,S4,L2,R1,2018-03-04,0,Yes,139,76125.0
T1022666,283,S4,L1,R1,2018-03-04,0,Yes,119,62307.0
T1022667,64,S3,L1,R2,2018-03-04,0,Yes,96,58614.0
T1022668,123,S4,L2,R3,2018-03-04,0,Yes,110,79476.0
T1022669,338,S4,L2,R1,2018-03-04,0,Yes,129,76632.0
T1022670,244,S2,L5,R4,2018-03-04,0,Yes,59,35763.0
T1022671,331,S1,L1,R4,2018-03-04,0,Yes,62,43380.0
T1022672,55,S1,L1,R2,2018-03-04,0,Yes,97,62241.0
T1022673,12,S1,L3,R2,2018-03-04,0,Yes,70,43263.0
T1022674,131,S4,L2,R1,2018-03-04,0,Yes,166,93957.0
T1022675,145,S1,L3,R1,2018-03-04,0,Yes,97,56007.0
T1022676,20,S1,L1,R1,2018-03-04,0,Yes,59,48564.0
T1022677,280,S4,L2,R2,2018-03-04,0,Yes,141,79305.0
T1022678,310,S2,L5,R1,2018-03-04,0,Yes,66,38343.0
T1022679,129,S3,L1,R1,2018-03-04,0,Yes,102,58818.0
T1022680,174,S1,L1,R4,2018-03-04,0,Yes,73,51987.0
T1022681,11,S4,L2,R1,2018-03-04,0,Yes,152,95946.0
T1022682,313,S1,L3,R1,2018-03-04,0,Yes,84,54363.0
T1022683,311,S4,L2,R2,2018-03-04,0,Yes,169,112386.0
T1022684,69,S1,L1,R4,2018-03-04,0,Yes,76,49515.0
T1022685,194,S1,L1,R2,2018-03-04,0,Yes,91,58521.0
T1022686,184,S1,L2,R2,2018-03-04,0,Yes,75,57966.0
